family	distance	size	phyloscore	alignscore
WGD2ANC01647	20	11	1.0	1.0
WGD2ANC01669	34	10	1.0	1.0
WGD2ANC01694	108	12	1.0	1.0
WGD2ANC01707	91	6	1.0	1.0
WGD2ANC01712	1	43	1.0	1.0
WGD2ANC01712	203	32	1.0	1.0
WGD2ANC01716	1	6	1.0	1.0
WGD2ANC01721	8	10	1.0	1.0
WGD2ANC01721	130	12	1.0	1.0
WGD2ANC01725	151	7	1.0	1.0
WGD2ANC01729	107	6	1.0	1.0
WGD2ANC01731	12	6	1.0	1.0
WGD2ANC01732	15	11	1.0	1.0
WGD2ANC01747	1	11	1.0	1.0
WGD2ANC01760	11	7	1.0	1.0
WGD2ANC01761	34	17	1.0	0.941176470588
WGD2ANC01770	4	9	0.977777777778	0.994444444444
WGD2ANC01779	5	7	0.971428571429	1.0
WGD2ANC01787	11	19	1.0	1.0
WGD2ANC01788	1	7	1.0	1.0
WGD2ANC01788	8	11	1.0	1.0
WGD2ANC01789	6	6	1.0	1.0
WGD2ANC01794	10	6	1.0	1.0
WGD2ANC01794	31	10	1.0	1.0
WGD2ANC01827	5	13	1.0	1.0
WGD2ANC01837	3	9	1.0	1.0
WGD2ANC01837	214	6	1.0	1.0
WGD2ANC01837	224	6	1.0	1.0
WGD2ANC01865	1	12	1.0	1.0
WGD2ANC01870	5	13	1.0	1.0
WGD2ANC01871	9	10	1.0	1.0
WGD2ANC01873	8	9	1.0	1.0
WGD2ANC01874	38	9	0.933333333333	1.0
WGD2ANC01876	1	11	1.0	1.0
WGD2ANC01917	10	10	1.0	1.0
WGD2ANC01917	20	25	1.0	1.0
WGD2ANC01918	7	8	1.0	1.0
WGD2ANC01924	8	10	1.0	1.0
WGD2ANC01925	7	6	1.0	1.0
WGD2ANC01930	1	15	1.0	1.0
WGD2ANC01937	31	6	0.975	1.0
WGD2ANC01941	55	12	1.0	1.0
WGD2ANC01950	1	13	1.0	1.0
WGD2ANC01950	47	6	1.0	1.0
WGD2ANC01953	3	29	1.0	1.0
WGD2ANC01962	18	6	0.991666666667	1.0
WGD2ANC01969	5	9	1.0	1.0
WGD2ANC01982	4	39	0.989743589744	1.0
WGD2ANC01982	51	6	0.991666666667	1.0
WGD2ANC01995	15	9	0.933333333333	1.0
WGD2ANC01998	114	8	1.0	1.0
WGD2ANC01998	127	8	1.0	1.0
WGD2ANC02003	68	6	1.0	1.0
WGD2ANC02020	11	7	1.0	1.0
WGD2ANC02020	33	32	1.0	1.0
WGD2ANC02020	82	7	1.0	1.0
WGD2ANC02022	5	11	0.972727272727	1.0
WGD2ANC02031	2	9	1.0	1.0
WGD2ANC02031	64	14	1.0	1.0
WGD2ANC02031	183	12	1.0	1.0
WGD2ANC02031	197	18	1.0	1.0
WGD2ANC02031	217	10	0.9	1.0
WGD2ANC02031	229	6	1.0	1.0
WGD2ANC02032	2	7	1.0	1.0
WGD2ANC02042	143	6	1.0	1.0
WGD2ANC02043	2	18	1.0	1.0
WGD2ANC02053	31	8	1.0	1.0
WGD2ANC02057	22	12	0.995833333333	0.929166666667
WGD2ANC02059	215	10	1.0	1.0
WGD2ANC02062	7	8	1.0	1.0
WGD2ANC02066	5	14	1.0	1.0
WGD2ANC02077	4	23	1.0	1.0
WGD2ANC02085	6	6	1.0	1.0
WGD2ANC02087	3	12	1.0	1.0
WGD2ANC02087	21	12	1.0	1.0
WGD2ANC02087	106	27	1.0	1.0
WGD2ANC02111	42	7	1.0	1.0
WGD2ANC02111	89	25	1.0	1.0
WGD2ANC02133	13	11	1.0	1.0
WGD2ANC02133	52	6	1.0	1.0
WGD2ANC02135	40	8	1.0	1.0
WGD2ANC02139	2	14	1.0	1.0
WGD2ANC02145	2	18	1.0	1.0
WGD2ANC02145	123	9	1.0	1.0
WGD2ANC02149	10	9	0.961111111111	0.994444444444
WGD2ANC02156	4	7	1.0	1.0
WGD2ANC02159	2	13	1.0	1.0
WGD2ANC02163	29	11	1.0	1.0
WGD2ANC02170	3	14	1.0	1.0
WGD2ANC02227	24	11	1.0	1.0
WGD2ANC02239	69	8	1.0	1.0
WGD2ANC02244	243	6	1.0	1.0
WGD2ANC02245	1	17	1.0	1.0
WGD2ANC02245	153	13	1.0	1.0
WGD2ANC02277	2	74	1.0	1.0
WGD2ANC02277	239	7	1.0	1.0
WGD2ANC02288	3	10	1.0	1.0
WGD2ANC02288	13	16	1.0	1.0
WGD2ANC02288	35	6	1.0	1.0
WGD2ANC02288	70	10	1.0	1.0
WGD2ANC02289	15	15	1.0	1.0
WGD2ANC02303	1	39	1.0	1.0
WGD2ANC02313	4	26	1.0	1.0
WGD2ANC02313	136	11	1.0	1.0
WGD2ANC02327	106	8	1.0	1.0
WGD2ANC02334	120	13	1.0	1.0
WGD2ANC02342	9	11	1.0	1.0
WGD2ANC02342	23	24	1.0	1.0
WGD2ANC02348	9	9	1.0	1.0
WGD2ANC02352	46	6	1.0	1.0
WGD2ANC02363	1	6	1.0	1.0
WGD2ANC02363	13	7	1.0	1.0
WGD2ANC02376	11	7	0.985714285714	0.885714285714
WGD2ANC02377	65	8	1.0	1.0
WGD2ANC02377	80	21	1.0	1.0
WGD2ANC02387	2	9	1.0	1.0
WGD2ANC02394	9	13	1.0	1.0
WGD2ANC02398	6	16	1.0	1.0
WGD2ANC02400	12	9	1.0	1.0
WGD2ANC02409	202	7	1.0	1.0
WGD2ANC02426	24	11	0.972727272727	0.977272727273
WGD2ANC02442	6	8	1.0	1.0
WGD2ANC02447	3	7	1.0	1.0
WGD2ANC02452	130	20	1.0	1.0
WGD2ANC02452	160	12	1.0	1.0
WGD2ANC02455	22	7	0.942857142857	0.985714285714
WGD2ANC02462	3	7	1.0	1.0
WGD2ANC02468	26	8	1.0	1.0
WGD2ANC02469	104	10	1.0	1.0
WGD2ANC02473	2	6	1.0	1.0
WGD2ANC02502	3	7	1.0	1.0
WGD2ANC02546	1	7	1.0	1.0
WGD2ANC02555	27	10	1.0	1.0
WGD2ANC02571	11	17	1.0	1.0
WGD2ANC02591	3	9	1.0	1.0
WGD2ANC02598	54	6	1.0	1.0
WGD2ANC02624	94	7	1.0	1.0
WGD2ANC02639	86	8	1.0	1.0
WGD2ANC02640	8	12	1.0	1.0
WGD2ANC02642	107	23	1.0	1.0
WGD2ANC02647	3	8	1.0	1.0
WGD2ANC02647	15	9	1.0	1.0
WGD2ANC02652	2	6	1.0	1.0
WGD2ANC02655	53	6	1.0	1.0
WGD2ANC02671	3	6	1.0	1.0
WGD2ANC02683	13	8	1.0	1.0
WGD2ANC02687	1	15	1.0	1.0
WGD2ANC02691	54	10	1.0	1.0
WGD2ANC02693	21	6	1.0	1.0
WGD2ANC02697	1	18	1.0	1.0
WGD2ANC02698	25	9	0.983333333333	1.0
WGD2ANC02709	41	9	0.994444444444	1.0
WGD2ANC02710	14	19	1.0	1.0
WGD2ANC02710	72	8	1.0	1.0
WGD2ANC02721	11	7	1.0	1.0
WGD2ANC02721	188	6	1.0	1.0
WGD2ANC02735	158	16	1.0	1.0
WGD2ANC02737	1	7	1.0	1.0
WGD2ANC02757	1	12	1.0	1.0
WGD2ANC02758	2	6	1.0	1.0
WGD2ANC02760	3	7	1.0	1.0
WGD2ANC02782	90	8	0.9375	1.0
WGD2ANC02786	24	7	0.978571428571	0.971428571429
WGD2ANC02790	12	12	1.0	1.0
WGD2ANC02790	31	6	1.0	1.0
WGD2ANC02790	70	12	1.0	1.0
WGD2ANC02793	9	9	1.0	1.0
WGD2ANC02808	22	8	1.0	1.0
WGD2ANC02810	6	7	1.0	1.0
WGD2ANC02810	94	13	1.0	1.0
WGD2ANC02819	213	12	1.0	1.0
WGD2ANC02824	1	12	1.0	1.0
WGD2ANC02833	1	6	1.0	1.0
WGD2ANC02845	37	8	0.96875	1.0
WGD2ANC02852	19	8	1.0	1.0
WGD2ANC02852	49	22	1.0	1.0
WGD2ANC02883	19	10	1.0	1.0
WGD2ANC02893	2	6	1.0	1.0
WGD2ANC02893	20	6	1.0	1.0
WGD2ANC02906	3	6	1.0	1.0
WGD2ANC02906	16	9	1.0	1.0
WGD2ANC02918	2	9	1.0	1.0
WGD2ANC02930	1	17	1.0	1.0
WGD2ANC02931	5	7	1.0	1.0
WGD2ANC02931	17	12	1.0	1.0
WGD2ANC02931	152	21	1.0	1.0
WGD2ANC02944	1	49	1.0	1.0
WGD2ANC02949	1	7	1.0	1.0
WGD2ANC02964	8	16	1.0	1.0
WGD2ANC02964	59	6	1.0	1.0
WGD2ANC02964	75	22	1.0	1.0
WGD2ANC02967	5	9	1.0	1.0
WGD2ANC02967	34	10	1.0	1.0
WGD2ANC02969	1	9	1.0	1.0
WGD2ANC02974	6	10	1.0	1.0
WGD2ANC03000	3	8	1.0	1.0
WGD2ANC03008	14	6	0.991666666667	0.983333333333
WGD2ANC03011	5	6	1.0	1.0
WGD2ANC03035	7	6	0.991666666667	0.975
WGD2ANC03040	3	6	1.0	1.0
WGD2ANC03048	131	7	1.0	1.0
WGD2ANC03050	4	9	0.833333333333	1.0
WGD2ANC03050	18	19	1.0	1.0
WGD2ANC03050	41	13	1.0	1.0
WGD2ANC03053	28	9	1.0	1.0
WGD2ANC03067	3	9	1.0	1.0
WGD2ANC03075	30	14	1.0	1.0
WGD2ANC03085	3	7	1.0	1.0
WGD2ANC03088	1	33	1.0	1.0
WGD2ANC03088	38	25	1.0	1.0
WGD2ANC03092	6	10	1.0	1.0
WGD2ANC03100	10	14	0.978571428571	0.860714285714
WGD2ANC03115	30	10	0.775	0.85
WGD2ANC03115	41	19	0.997368421053	0.928947368421
WGD2ANC03115	188	11	0.940909090909	1.0
WGD2ANC03119	63	7	1.0	1.0
WGD2ANC03120	6	12	1.0	1.0
WGD2ANC03153	6	11	1.0	1.0
WGD2ANC03158	4	10	1.0	1.0
WGD2ANC03164	2	7	1.0	1.0
WGD2ANC03179	49	10	1.0	1.0
WGD2ANC03179	172	10	1.0	1.0
WGD2ANC03183	2	7	0.928571428571	1.0
WGD2ANC03192	4	11	1.0	1.0
WGD2ANC03195	39	6	0.966666666667	1.0
WGD2ANC03199	91	7	1.0	1.0
WGD2ANC03206	62	10	1.0	1.0
WGD2ANC03220	41	8	0.95625	0.975
WGD2ANC03224	17	11	0.990909090909	0.981818181818
WGD2ANC03232	16	7	1.0	1.0
WGD2ANC03235	16	7	1.0	1.0
WGD2ANC03235	76	9	1.0	1.0
WGD2ANC03235	211	22	1.0	1.0
WGD2ANC03243	3	13	1.0	1.0
WGD2ANC03255	10	7	1.0	1.0
WGD2ANC03279	4	9	0.988888888889	0.922222222222
WGD2ANC03284	63	9	0.994444444444	0.994444444444
WGD2ANC03295	33	10	1.0	1.0
WGD2ANC03297	88	6	1.0	1.0
WGD2ANC03297	141	9	1.0	1.0
WGD2ANC03306	1	13	1.0	1.0
WGD2ANC03306	14	19	1.0	1.0
WGD2ANC03336	6	18	1.0	1.0
WGD2ANC03356	147	15	1.0	1.0
WGD2ANC03364	4	13	1.0	1.0
WGD2ANC03383	9	8	1.0	1.0
WGD2ANC03385	3	12	1.0	1.0
WGD2ANC03387	32	13	1.0	1.0
WGD2ANC03417	16	10	1.0	1.0
WGD2ANC03418	5	12	1.0	1.0
WGD2ANC03418	141	21	1.0	1.0
WGD2ANC03420	1	14	1.0	1.0
WGD2ANC03422	8	9	1.0	1.0
WGD2ANC03437	17	15	0.976666666667	1.0
WGD2ANC03462	35	8	1.0	1.0
WGD2ANC03467	5	15	1.0	1.0
WGD2ANC03467	24	12	1.0	1.0
WGD2ANC03467	139	8	1.0	1.0
WGD2ANC03481	123	7	1.0	1.0
WGD2ANC03482	12	17	1.0	1.0
WGD2ANC03483	9	10	1.0	1.0
WGD2ANC03483	21	30	1.0	1.0
WGD2ANC03492	1	15	1.0	1.0
WGD2ANC03492	22	18	1.0	1.0
WGD2ANC03492	53	12	1.0	1.0
WGD2ANC03492	67	14	1.0	1.0
WGD2ANC03492	84	7	1.0	1.0
WGD2ANC03492	111	8	1.0	1.0
WGD2ANC03500	8	10	1.0	1.0
WGD2ANC03503	11	25	1.0	1.0
WGD2ANC03512	1	18	1.0	1.0
WGD2ANC03525	10	6	1.0	1.0
WGD2ANC03525	173	6	1.0	1.0
WGD2ANC03528	6	8	0.98125	1.0
WGD2ANC03529	36	7	0.985714285714	1.0
WGD2ANC03545	27	6	1.0	0.891666666667
WGD2ANC03547	5	7	1.0	1.0
WGD2ANC03567	5	8	0.9625	1.0
WGD2ANC03568	203	8	1.0	1.0
WGD2ANC03569	1	9	1.0	1.0
WGD2ANC03569	13	28	1.0	1.0
WGD2ANC03581	26	15	0.99	0.89
WGD2ANC03594	2	9	1.0	1.0
WGD2ANC03601	34	11	1.0	1.0
WGD2ANC03604	167	6	0.983333333333	0.9
WGD2ANC03626	6	14	1.0	1.0
WGD2ANC03657	9	7	1.0	1.0
WGD2ANC03659	13	7	1.0	1.0
WGD2ANC03661	4	8	1.0	1.0
WGD2ANC03661	32	8	1.0	1.0
WGD2ANC03702	1	6	1.0	1.0
WGD2ANC03702	8	16	1.0	1.0
WGD2ANC03707	1	6	1.0	1.0
WGD2ANC03709	1	19	1.0	1.0
WGD2ANC03724	4	6	1.0	1.0
WGD2ANC03728	12	8	1.0	1.0
WGD2ANC03774	27	54	1.0	1.0
WGD2ANC03782	2	9	0.983333333333	1.0
WGD2ANC03785	18	12	0.966666666667	1.0
WGD2ANC03795	9	12	0.979166666667	0.904166666667
WGD2ANC03813	1	8	1.0	1.0
WGD2ANC03831	8	6	0.983333333333	1.0
WGD2ANC03843	7	9	1.0	1.0
WGD2ANC03868	215	13	1.0	1.0
WGD2ANC03869	1	9	1.0	1.0
WGD2ANC03877	33	6	1.0	1.0
WGD2ANC03883	50	19	1.0	1.0
WGD2ANC03883	69	11	1.0	1.0
WGD2ANC03883	160	6	1.0	1.0
WGD2ANC03891	4	24	1.0	1.0
WGD2ANC03898	7	11	1.0	1.0
WGD2ANC03898	102	6	1.0	1.0
WGD2ANC03900	11	24	1.0	1.0
WGD2ANC03918	1	10	1.0	1.0
WGD2ANC03933	1	19	1.0	1.0
WGD2ANC03947	4	7	1.0	1.0
WGD2ANC03954	1	14	1.0	1.0
WGD2ANC03960	4	7	1.0	1.0
WGD2ANC03962	3	56	1.0	1.0
WGD2ANC03968	14	6	1.0	1.0
WGD2ANC03968	117	7	1.0	1.0
WGD2ANC03998	169	20	1.0	1.0
WGD2ANC04000	2	19	1.0	1.0
WGD2ANC04010	3	22	1.0	1.0
WGD2ANC04012	4	7	1.0	1.0
WGD2ANC04013	34	6	0.975	1.0
WGD2ANC04016	4	13	1.0	1.0
WGD2ANC04022	120	10	0.9	1.0
WGD2ANC04031	156	12	1.0	1.0
WGD2ANC04037	9	7	1.0	1.0
WGD2ANC04082	9	8	0.98125	0.9
WGD2ANC04119	4	7	1.0	1.0
WGD2ANC04120	21	7	1.0	1.0
WGD2ANC04125	3	10	1.0	1.0
WGD2ANC04135	4	14	1.0	1.0
WGD2ANC04136	11	8	1.0	1.0
WGD2ANC04137	8	20	1.0	1.0
WGD2ANC04202	37	6	1.0	1.0
WGD2ANC04221	2	13	1.0	1.0
WGD2ANC04221	109	7	1.0	1.0
WGD2ANC04245	19	12	1.0	1.0
WGD2ANC04255	31	10	0.945	1.0
WGD2ANC04264	7	30	1.0	1.0
WGD2ANC04264	40	16	1.0	1.0
WGD2ANC04264	59	29	1.0	1.0
WGD2ANC04264	102	14	1.0	1.0
WGD2ANC04265	6	9	0.888888888889	1.0
WGD2ANC04265	137	6	1.0	1.0
WGD2ANC04265	176	7	1.0	1.0
WGD2ANC04267	14	6	1.0	1.0
WGD2ANC04270	4	9	0.905555555556	1.0
WGD2ANC04270	31	10	0.945	1.0
WGD2ANC04309	9	13	0.984615384615	1.0
WGD2ANC04323	1	7	1.0	1.0
WGD2ANC04325	10	8	1.0	1.0
WGD2ANC04342	25	6	0.958333333333	1.0
WGD2ANC04343	2	34	1.0	1.0
WGD2ANC04343	47	7	1.0	1.0
WGD2ANC04349	115	9	0.988888888889	0.955555555556
