family	distance	size	phyloscore	alignscore
WGD2ANC00364	20	9	0.972222222222	1.0
WGD2ANC00365	157	6	1.0	0.991666666667
WGD2ANC00382	41	8	0.80625	0.89375
WGD2ANC00385	8	7	0.964285714286	1.0
WGD2ANC00385	40	7	0.95	0.985714285714
WGD2ANC00386	53	8	0.95625	1.0
WGD2ANC00394	112	8	0.94375	1.0
WGD2ANC00403	7	12	0.970833333333	0.979166666667
WGD2ANC00403	59	15	0.99	1.0
WGD2ANC00406	2	6	0.991666666667	0.95
WGD2ANC00407	4	9	0.933333333333	1.0
WGD2ANC00415	29	8	0.9875	0.99375
WGD2ANC00417	27	17	0.991176470588	1.0
WGD2ANC00417	46	14	0.996428571429	1.0
WGD2ANC00417	69	9	0.961111111111	1.0
WGD2ANC00420	13	7	0.978571428571	0.914285714286
WGD2ANC00421	41	12	0.966666666667	1.0
WGD2ANC00422	1	15	1.0	1.0
WGD2ANC00442	10	9	0.972222222222	0.916666666667
WGD2ANC00448	6	7	0.935714285714	1.0
WGD2ANC00451	8	9	0.966666666667	1.0
WGD2ANC00455	27	8	0.98125	0.9875
WGD2ANC00456	7	14	0.992857142857	1.0
WGD2ANC00462	10	8	0.9875	1.0
WGD2ANC00463	7	14	0.996428571429	1.0
WGD2ANC00468	26	7	0.992857142857	0.892857142857
WGD2ANC00472	33	7	0.978571428571	0.978571428571
WGD2ANC00473	18	8	0.9875	0.9875
WGD2ANC00475	5	19	0.997368421053	1.0
WGD2ANC00483	52	8	1.0	0.9875
WGD2ANC00488	66	10	1.0	1.0
WGD2ANC00488	76	8	1.0	0.9375
WGD2ANC00488	84	13	1.0	1.0
WGD2ANC00492	1	13	0.984615384615	1.0
WGD2ANC00495	21	6	0.958333333333	0.983333333333
WGD2ANC00497	26	14	0.985714285714	0.907142857143
WGD2ANC00503	0	8	0.75	1.0
WGD2ANC00503	6	9	1.0	1.0
WGD2ANC00503	27	9	0.955555555556	1.0
WGD2ANC00507	2	10	0.955	0.895
WGD2ANC00507	16	12	0.9875	1.0
WGD2ANC00511	2	20	0.985	1.0
WGD2ANC00530	14	6	1.0	0.925
WGD2ANC00535	27	17	1.0	0.976470588235
WGD2ANC00543	6	12	0.979166666667	1.0
WGD2ANC00545	12	6	0.9	0.833333333333
WGD2ANC00566	54	11	0.968181818182	1.0
WGD2ANC00569	119	8	0.99375	1.0
WGD2ANC00571	34	10	0.875	0.95
WGD2ANC00583	13	8	0.96875	1.0
WGD2ANC00590	51	13	0.95	1.0
WGD2ANC00595	4	8	0.9	1.0
WGD2ANC00598	29	7	0.921428571429	0.985714285714
WGD2ANC00599	8	14	0.992857142857	1.0
WGD2ANC00599	150	6	0.975	0.975
WGD2ANC00600	59	11	0.990909090909	1.0
WGD2ANC00601	32	14	1.0	0.982142857143
WGD2ANC00604	46	25	0.988	1.0
WGD2ANC00611	2	9	0.994444444444	1.0
WGD2ANC00617	3	6	0.991666666667	1.0
WGD2ANC00618	13	16	0.99375	1.0
WGD2ANC00622	139	7	0.992857142857	1.0
WGD2ANC00629	10	8	0.975	0.975
WGD2ANC00629	21	11	1.0	1.0
WGD2ANC00630	159	6	0.966666666667	0.925
WGD2ANC00633	12	6	0.983333333333	0.966666666667
WGD2ANC00634	19	8	0.95625	0.93125
WGD2ANC00635	42	9	0.988888888889	1.0
WGD2ANC00644	59	23	0.99347826087	0.995652173913
WGD2ANC00649	6	8	1.0	0.98125
WGD2ANC00652	28	8	0.90625	0.99375
WGD2ANC00657	17	7	0.964285714286	0.985714285714
WGD2ANC00661	17	80	0.995	1.0
WGD2ANC00671	16	6	0.933333333333	1.0
WGD2ANC00672	1	8	0.98125	0.96875
WGD2ANC00676	6	9	0.761111111111	1.0
WGD2ANC00678	158	7	0.935714285714	0.95
WGD2ANC00698	11	26	0.990384615385	1.0
WGD2ANC00702	21	16	0.96875	1.0
WGD2ANC00704	18	7	0.985714285714	0.992857142857
WGD2ANC00704	59	14	0.992857142857	0.985714285714
WGD2ANC00705	17	11	0.986363636364	0.990909090909
WGD2ANC00705	35	13	0.992307692308	0.965384615385
WGD2ANC00715	11	11	0.972727272727	0.995454545455
WGD2ANC00716	53	11	0.986363636364	1.0
WGD2ANC00717	10	6	0.983333333333	0.966666666667
WGD2ANC00717	61	6	0.991666666667	1.0
WGD2ANC00725	19	20	0.995	0.9625
WGD2ANC00726	3	12	0.995833333333	0.8875
WGD2ANC00726	18	9	0.988888888889	0.988888888889
WGD2ANC00726	56	13	0.980769230769	0.876923076923
WGD2ANC00726	124	8	0.9875	1.0
WGD2ANC00728	4	17	0.985294117647	0.997058823529
WGD2ANC00728	123	10	0.94	0.985
WGD2ANC00734	4	12	0.975	1.0
WGD2ANC00734	38	17	0.979411764706	1.0
WGD2ANC00735	11	9	0.988888888889	1.0
WGD2ANC00736	18	6	0.908333333333	1.0
WGD2ANC00754	6	12	1.0	0.995833333333
WGD2ANC00767	187	6	0.908333333333	1.0
WGD2ANC00768	30	12	0.995833333333	0.975
WGD2ANC00768	62	8	0.96875	0.94375
WGD2ANC00768	77	6	0.983333333333	0.841666666667
WGD2ANC00770	44	10	1.0	0.98
WGD2ANC00776	5	21	0.985714285714	1.0
WGD2ANC00776	47	26	0.978846153846	0.95
WGD2ANC00777	2	20	0.995	0.98
WGD2ANC00780	29	7	0.95	0.992857142857
WGD2ANC00782	45	6	0.983333333333	1.0
WGD2ANC00782	182	6	0.916666666667	1.0
WGD2ANC00805	9	8	1.0	0.98125
WGD2ANC00805	45	11	0.986363636364	1.0
WGD2ANC00810	15	7	0.942857142857	1.0
WGD2ANC00812	9	6	0.966666666667	0.983333333333
WGD2ANC00817	2	7	0.971428571429	1.0
WGD2ANC00820	1	28	0.978571428571	1.0
WGD2ANC00824	43	18	0.994444444444	0.972222222222
WGD2ANC00824	69	10	0.99	1.0
WGD2ANC00827	6	13	0.996153846154	1.0
WGD2ANC00832	58	7	1.0	0.985714285714
WGD2ANC00833	7	10	1.0	0.98
WGD2ANC00836	2	8	0.9375	1.0
WGD2ANC00839	2	30	0.99	0.99
WGD2ANC00840	5	13	0.984615384615	0.976923076923
WGD2ANC00841	42	15	0.993333333333	0.97
WGD2ANC00843	6	9	1.0	0.983333333333
WGD2ANC00846	10	7	0.942857142857	1.0
WGD2ANC00850	5	11	0.990909090909	0.986363636364
WGD2ANC00853	23	15	0.996666666667	0.946666666667
WGD2ANC00853	45	18	0.988888888889	1.0
WGD2ANC00856	56	13	0.973076923077	1.0
WGD2ANC00858	1	29	0.993103448276	1.0
WGD2ANC00875	5	11	0.990909090909	1.0
WGD2ANC00878	19	8	0.9625	1.0
WGD2ANC00880	3	28	0.992857142857	0.967857142857
WGD2ANC00885	40	22	0.977272727273	0.979545454545
WGD2ANC00885	68	6	1.0	0.891666666667
WGD2ANC00885	74	8	0.98125	0.8875
WGD2ANC00885	84	6	0.933333333333	0.975
WGD2ANC00887	6	10	1.0	0.99
WGD2ANC00887	17	23	0.986956521739	0.989130434783
WGD2ANC00888	78	10	0.97	1.0
WGD2ANC00888	98	8	0.95625	1.0
WGD2ANC00892	12	24	0.991666666667	0.877083333333
WGD2ANC00898	6	6	0.991666666667	1.0
WGD2ANC00898	16	10	0.99	0.99
WGD2ANC00900	4	9	0.977777777778	1.0
WGD2ANC00902	155	6	0.941666666667	1.0
WGD2ANC00907	23	7	0.992857142857	0.878571428571
WGD2ANC00910	20	9	1.0	1.0
WGD2ANC00910	41	9	0.938888888889	0.85
WGD2ANC00910	107	6	0.941666666667	1.0
WGD2ANC00918	29	7	0.857142857143	0.985714285714
WGD2ANC00920	19	9	0.988888888889	0.966666666667
WGD2ANC00920	28	8	0.93125	0.9375
WGD2ANC00923	7	8	0.93125	1.0
WGD2ANC00923	15	10	1.0	0.97
WGD2ANC00928	15	9	1.0	0.977777777778
WGD2ANC00937	3	16	0.98125	1.0
WGD2ANC00938	11	14	1.0	0.985714285714
WGD2ANC00938	25	15	1.0	0.976666666667
WGD2ANC00938	42	10	0.975	0.985
WGD2ANC00938	60	23	1.0	1.0
WGD2ANC00941	2	25	0.99	1.0
WGD2ANC00941	139	8	0.9375	1.0
WGD2ANC00943	4	10	0.94	1.0
WGD2ANC00949	15	7	0.921428571429	1.0
WGD2ANC00952	7	7	0.978571428571	1.0
WGD2ANC00952	126	12	0.958333333333	1.0
WGD2ANC00953	18	13	0.984615384615	0.984615384615
WGD2ANC00954	19	7	0.964285714286	1.0
WGD2ANC00956	13	14	0.989285714286	0.978571428571
WGD2ANC00959	11	10	0.995	0.93
WGD2ANC00969	7	10	1.0	1.0
WGD2ANC00971	7	10	0.9	0.975
WGD2ANC00978	8	13	0.988461538462	0.992307692308
WGD2ANC00979	19	7	1.0	0.985714285714
WGD2ANC00979	31	9	0.983333333333	1.0
WGD2ANC00979	46	8	0.975	1.0
WGD2ANC00991	6	8	0.99375	1.0
WGD2ANC00991	28	11	0.968181818182	1.0
WGD2ANC00996	4	6	0.983333333333	1.0
WGD2ANC01001	1	15	0.996666666667	1.0
WGD2ANC01010	29	6	0.941666666667	1.0
WGD2ANC01011	20	20	1.0	1.0
WGD2ANC01019	14	7	0.978571428571	0.885714285714
WGD2ANC01026	25	10	0.975	1.0
WGD2ANC01026	55	12	0.991666666667	1.0
WGD2ANC01026	79	32	0.99375	0.93125
WGD2ANC01042	3	41	0.981707317073	1.0
WGD2ANC01042	225	9	0.977777777778	0.983333333333
WGD2ANC01049	6	12	0.983333333333	1.0
WGD2ANC01050	52	6	0.941666666667	0.916666666667
WGD2ANC01058	84	29	0.996551724138	1.0
WGD2ANC01066	1	17	0.994117647059	1.0
WGD2ANC01066	21	23	0.99347826087	0.991304347826
WGD2ANC01073	1	11	0.986363636364	0.968181818182
WGD2ANC01077	2	6	0.941666666667	1.0
WGD2ANC01079	4	12	0.995833333333	0.995833333333
WGD2ANC01082	4	12	1.0	1.0
WGD2ANC01084	162	7	0.971428571429	1.0
WGD2ANC01098	2	15	0.993333333333	1.0
WGD2ANC01098	137	9	0.966666666667	1.0
WGD2ANC01108	4	15	0.99	0.986666666667
WGD2ANC01112	6	6	0.925	1.0
WGD2ANC01124	33	8	0.86875	0.88125
WGD2ANC01128	1	6	0.983333333333	1.0
WGD2ANC01129	2	12	0.991666666667	1.0
WGD2ANC01129	15	17	1.0	0.982352941176
WGD2ANC01130	194	9	0.994444444444	1.0
WGD2ANC01141	2	11	0.977272727273	1.0
WGD2ANC01145	10	6	0.966666666667	0.958333333333
WGD2ANC01145	26	11	0.995454545455	0.977272727273
WGD2ANC01145	62	13	0.984615384615	1.0
WGD2ANC01145	79	24	0.997916666667	0.99375
WGD2ANC01157	7	7	1.0	0.992857142857
WGD2ANC01157	27	24	0.975	0.991666666667
WGD2ANC01157	56	9	0.994444444444	1.0
WGD2ANC01164	4	29	0.991379310345	0.962068965517
WGD2ANC01179	13	11	0.990909090909	1.0
WGD2ANC01184	18	8	0.91875	1.0
WGD2ANC01185	26	17	0.955882352941	1.0
WGD2ANC01188	5	12	0.991666666667	1.0
WGD2ANC01188	73	15	1.0	0.99
WGD2ANC01188	89	10	0.995	0.985
WGD2ANC01188	106	15	1.0	1.0
WGD2ANC01189	9	13	0.965384615385	1.0
WGD2ANC01189	32	8	1.0	1.0
WGD2ANC01189	55	11	0.909090909091	0.909090909091
WGD2ANC01194	16	17	1.0	0.955882352941
WGD2ANC01196	6	11	1.0	0.981818181818
WGD2ANC01203	7	9	0.972222222222	1.0
WGD2ANC01203	21	9	0.994444444444	1.0
WGD2ANC01203	38	10	0.99	1.0
WGD2ANC01203	59	20	0.995	1.0
WGD2ANC01204	25	8	0.99375	1.0
WGD2ANC01208	51	14	0.996428571429	0.935714285714
WGD2ANC01208	68	17	0.997058823529	1.0
WGD2ANC01212	15	7	0.957142857143	1.0
WGD2ANC01224	12	11	0.981818181818	0.995454545455
WGD2ANC01225	8	6	0.975	0.841666666667
WGD2ANC01227	28	7	0.95	1.0
WGD2ANC01227	42	7	0.985714285714	1.0
WGD2ANC01227	66	15	1.0	0.986666666667
WGD2ANC01227	91	9	0.972222222222	1.0
WGD2ANC01229	14	29	0.98275862069	0.974137931034
WGD2ANC01232	16	18	0.963888888889	0.988888888889
WGD2ANC01241	6	7	1.0	0.928571428571
WGD2ANC01241	21	8	1.0	0.90625
WGD2ANC01246	23	11	0.995454545455	0.945454545455
WGD2ANC01259	5	10	1.0	1.0
WGD2ANC01264	22	18	0.947222222222	1.0
WGD2ANC01272	24	10	0.98	0.965
WGD2ANC01272	43	7	1.0	0.942857142857
WGD2ANC01284	166	7	0.971428571429	1.0
WGD2ANC01290	2	7	0.971428571429	1.0
WGD2ANC01291	7	10	1.0	1.0
WGD2ANC01291	19	7	1.0	0.928571428571
WGD2ANC01291	33	19	1.0	0.981578947368
WGD2ANC01298	10	6	1.0	0.875
WGD2ANC01299	6	14	0.971428571429	0.964285714286
WGD2ANC01303	90	11	0.981818181818	1.0
WGD2ANC01308	31	13	0.992307692308	1.0
WGD2ANC01308	51	11	1.0	1.0
WGD2ANC01308	69	9	0.877777777778	0.866666666667
WGD2ANC01311	9	11	1.0	1.0
WGD2ANC01312	2	18	0.991666666667	1.0
WGD2ANC01314	145	16	0.9875	1.0
WGD2ANC01316	7	6	0.983333333333	0.95
WGD2ANC01317	18	12	0.995833333333	0.970833333333
WGD2ANC01317	46	11	0.986363636364	0.990909090909
WGD2ANC01320	23	11	1.0	0.95
WGD2ANC01320	42	8	0.99375	1.0
WGD2ANC01326	17	9	0.972222222222	1.0
WGD2ANC01327	2	10	0.935	0.84
WGD2ANC01329	7	44	0.989772727273	1.0
WGD2ANC01333	62	11	0.972727272727	1.0
WGD2ANC01335	1	24	0.991666666667	0.9875
WGD2ANC01337	27	9	0.988888888889	1.0
WGD2ANC01344	60	14	1.0	1.0
WGD2ANC01354	9	13	0.976923076923	0.984615384615
WGD2ANC01356	4	11	1.0	0.995454545455
WGD2ANC01358	11	6	0.966666666667	0.975
WGD2ANC01361	100	6	0.95	1.0
WGD2ANC01365	10	7	0.95	0.957142857143
WGD2ANC01373	12	9	0.961111111111	0.894444444444
WGD2ANC01373	30	6	0.975	1.0
WGD2ANC01376	2	13	0.980769230769	1.0
WGD2ANC01384	8	12	0.9375	0.929166666667
WGD2ANC01391	23	7	0.978571428571	1.0
WGD2ANC01392	7	7	0.992857142857	1.0
WGD2ANC01392	22	18	0.997222222222	1.0
WGD2ANC01393	16	7	0.921428571429	1.0
WGD2ANC01394	100	8	0.9375	0.8875
WGD2ANC01401	25	6	0.983333333333	0.908333333333
WGD2ANC01401	62	7	0.985714285714	0.992857142857
WGD2ANC01402	13	11	0.981818181818	0.95
WGD2ANC01402	29	10	1.0	0.855
WGD2ANC01410	11	9	0.977777777778	0.955555555556
WGD2ANC01411	45	12	0.970833333333	1.0
WGD2ANC01414	13	6	0.975	0.975
WGD2ANC01424	9	13	0.992307692308	1.0
WGD2ANC01424	32	20	0.9625	0.995
WGD2ANC01424	54	7	0.957142857143	1.0
WGD2ANC01426	3	6	0.991666666667	0.9
WGD2ANC01426	38	9	1.0	0.938888888889
WGD2ANC01432	26	17	1.0	0.988235294118
WGD2ANC01435	2	9	0.988888888889	1.0
WGD2ANC01435	12	7	0.971428571429	0.971428571429
WGD2ANC01441	10	6	1.0	0.975
WGD2ANC01442	29	6	0.933333333333	1.0
WGD2ANC01446	11	6	1.0	0.983333333333
WGD2ANC01446	19	17	0.991176470588	1.0
WGD2ANC01446	45	10	0.995	1.0
WGD2ANC01446	58	15	0.996666666667	1.0
WGD2ANC01446	75	36	0.993055555556	0.998611111111
WGD2ANC01447	185	9	1.0	1.0
WGD2ANC01447	202	8	0.99375	1.0
WGD2ANC01449	93	7	0.921428571429	1.0
WGD2ANC01456	2	9	0.983333333333	1.0
WGD2ANC01459	15	19	0.992105263158	0.992105263158
WGD2ANC01460	6	11	0.968181818182	0.981818181818
WGD2ANC01461	17	7	0.971428571429	0.978571428571
WGD2ANC01464	4	8	0.81875	0.825
WGD2ANC01469	3	10	0.775	0.895
WGD2ANC01469	16	6	1.0	0.916666666667
WGD2ANC01474	7	13	0.992307692308	0.992307692308
WGD2ANC01474	46	19	1.0	0.923684210526
WGD2ANC01475	1	8	0.98125	1.0
WGD2ANC01481	3	15	0.996666666667	1.0
WGD2ANC01481	28	12	0.975	1.0
WGD2ANC01484	14	14	0.975	0.964285714286
WGD2ANC01484	32	11	1.0	0.954545454545
WGD2ANC01494	3	7	0.978571428571	0.971428571429
WGD2ANC01495	9	6	0.933333333333	1.0
WGD2ANC01495	23	14	1.0	1.0
WGD2ANC01495	38	18	1.0	1.0
WGD2ANC01495	66	8	0.99375	0.98125
WGD2ANC01499	4	10	0.995	0.975
WGD2ANC01499	52	13	1.0	0.973076923077
WGD2ANC01519	14	9	1.0	1.0
WGD2ANC01525	7	11	0.990909090909	0.954545454545
WGD2ANC01530	28	7	0.9	1.0
WGD2ANC01533	37	8	0.96875	0.9375
WGD2ANC01533	53	8	1.0	0.98125
WGD2ANC01537	46	6	0.983333333333	0.95
WGD2ANC01540	29	7	0.985714285714	1.0
WGD2ANC01555	4	26	0.992307692308	0.982692307692
WGD2ANC01556	10	7	0.985714285714	0.985714285714
WGD2ANC01556	20	10	1.0	0.99
WGD2ANC01564	128	7	0.992857142857	1.0
WGD2ANC01569	3	7	0.928571428571	1.0
WGD2ANC01574	3	10	0.97	1.0
WGD2ANC01578	7	14	0.982142857143	0.957142857143
WGD2ANC01580	1	38	0.990789473684	0.922368421053
WGD2ANC01580	45	21	0.988095238095	0.988095238095
WGD2ANC01582	13	9	0.966666666667	0.911111111111
WGD2ANC01582	35	7	0.957142857143	1.0
WGD2ANC01582	44	27	0.97037037037	1.0
WGD2ANC01582	103	13	0.976923076923	1.0
WGD2ANC01583	55	32	0.996875	1.0
WGD2ANC01583	94	30	0.998333333333	0.99
WGD2ANC01583	128	6	0.916666666667	0.883333333333
WGD2ANC01583	136	9	0.994444444444	0.9
WGD2ANC01583	146	8	0.99375	0.8375
WGD2ANC01583	164	17	0.991176470588	0.985294117647
WGD2ANC01584	62	6	0.991666666667	1.0
WGD2ANC01584	78	10	0.94	1.0
WGD2ANC01584	132	7	0.9	0.942857142857
WGD2ANC01588	30	14	0.932142857143	1.0
WGD2ANC01589	4	9	0.944444444444	1.0
WGD2ANC01589	43	20	0.98	1.0
WGD2ANC01589	67	7	0.985714285714	1.0
WGD2ANC01589	78	10	0.99	1.0
WGD2ANC01590	26	7	0.95	1.0
WGD2ANC01590	38	8	0.9875	1.0
WGD2ANC01591	3	21	0.995238095238	0.997619047619
WGD2ANC01598	2	9	0.988888888889	1.0
WGD2ANC01604	4	11	0.986363636364	0.986363636364
WGD2ANC01610	3	13	0.992307692308	1.0
WGD2ANC01613	47	26	0.992307692308	1.0
WGD2ANC01618	37	10	0.955	0.97
WGD2ANC01618	54	9	0.95	0.988888888889
WGD2ANC01624	23	6	0.975	1.0
WGD2ANC01626	16	8	0.975	0.9875
WGD2ANC01629	221	15	0.946666666667	0.986666666667
WGD2ANC01632	10	7	0.971428571429	1.0
WGD2ANC01643	1	22	0.995454545455	0.972727272727
WGD2ANC01643	28	6	0.966666666667	1.0
WGD2ANC01646	2	9	0.961111111111	1.0
WGD2ANC01651	38	15	0.99	1.0
WGD2ANC01653	5	6	0.941666666667	1.0
WGD2ANC01656	5	6	0.95	1.0
WGD2ANC01665	1	7	0.985714285714	0.964285714286
WGD2ANC01667	120	17	1.0	0.979411764706
WGD2ANC01667	138	9	0.988888888889	0.972222222222
WGD2ANC01670	210	12	0.995833333333	0.958333333333
WGD2ANC01672	1	7	1.0	0.9
WGD2ANC01672	47	6	0.925	0.85
WGD2ANC01678	94	12	0.9875	0.945833333333
WGD2ANC01700	1	14	0.982142857143	1.0
WGD2ANC01702	16	13	1.0	0.888461538462
WGD2ANC01702	34	15	1.0	0.966666666667
WGD2ANC01702	55	14	1.0	0.807142857143
WGD2ANC01702	69	7	1.0	0.85
WGD2ANC01702	79	8	1.0	0.9875
WGD2ANC01704	14	40	0.995	1.0
WGD2ANC01707	11	22	0.990909090909	1.0
WGD2ANC01715	70	15	0.993333333333	0.943333333333
WGD2ANC01716	42	18	1.0	0.991666666667
WGD2ANC01721	24	6	1.0	0.941666666667
WGD2ANC01731	23	11	1.0	0.986363636364
WGD2ANC01732	8	14	0.967857142857	1.0
WGD2ANC01739	96	6	0.975	1.0
WGD2ANC01745	8	19	1.0	0.997368421053
WGD2ANC01756	19	7	0.978571428571	0.992857142857
WGD2ANC01761	23	8	0.9875	0.93125
WGD2ANC01770	2	11	0.990909090909	1.0
WGD2ANC01779	2	9	1.0	1.0
WGD2ANC01779	21	12	0.979166666667	1.0
WGD2ANC01782	138	34	0.985294117647	1.0
WGD2ANC01785	38	11	0.986363636364	1.0
WGD2ANC01787	19	10	0.97	0.93
WGD2ANC01788	6	14	0.989285714286	0.975
WGD2ANC01792	18	11	0.981818181818	0.8
WGD2ANC01796	30	8	1.0	0.9625
WGD2ANC01806	104	7	0.971428571429	1.0
WGD2ANC01811	26	10	0.97	1.0
WGD2ANC01814	25	8	0.975	0.9625
WGD2ANC01814	36	24	0.995833333333	1.0
WGD2ANC01814	75	8	0.9875	1.0
WGD2ANC01820	4	6	0.958333333333	1.0
WGD2ANC01820	39	10	0.965	1.0
WGD2ANC01821	2	6	0.983333333333	0.941666666667
WGD2ANC01827	5	6	0.991666666667	0.925
WGD2ANC01827	29	6	0.958333333333	1.0
WGD2ANC01827	58	11	0.990909090909	0.909090909091
WGD2ANC01828	12	7	0.978571428571	1.0
WGD2ANC01836	31	6	0.958333333333	1.0
WGD2ANC01838	9	9	1.0	0.977777777778
WGD2ANC01844	6	8	1.0	0.99375
WGD2ANC01870	4	15	1.0	1.0
WGD2ANC01873	8	10	0.98	0.995
WGD2ANC01873	22	9	0.95	0.9
WGD2ANC01873	36	8	0.98125	0.9625
WGD2ANC01876	4	6	0.966666666667	1.0
WGD2ANC01885	158	19	0.960526315789	1.0
WGD2ANC01903	49	20	1.0	0.9975
WGD2ANC01903	197	9	0.988888888889	0.872222222222
WGD2ANC01904	14	17	0.997058823529	1.0
WGD2ANC01912	28	7	0.928571428571	1.0
WGD2ANC01916	105	7	1.0	0.95
WGD2ANC01917	10	10	0.97	0.985
WGD2ANC01917	23	29	0.98275862069	1.0
WGD2ANC01925	3	11	0.981818181818	1.0
WGD2ANC01927	18	9	0.977777777778	1.0
WGD2ANC01929	5	8	0.99375	0.9625
WGD2ANC01929	20	8	0.98125	0.9875
WGD2ANC01930	10	17	1.0	0.988235294118
WGD2ANC01931	28	10	0.96	1.0
WGD2ANC01936	116	6	0.991666666667	0.966666666667
WGD2ANC01937	7	8	1.0	0.975
WGD2ANC01937	31	14	0.960714285714	0.996428571429
WGD2ANC01937	47	8	1.0	1.0
WGD2ANC01937	58	13	0.980769230769	0.992307692308
WGD2ANC01949	17	22	1.0	1.0
WGD2ANC01950	2	10	1.0	0.995
WGD2ANC01950	35	21	0.980952380952	1.0
WGD2ANC01950	76	18	0.961111111111	1.0
WGD2ANC01953	2	20	0.995	0.995
WGD2ANC01953	25	7	0.971428571429	0.992857142857
